Image; Model; Series; Yen Price; Release Date; Notes
MG_Gundam_Stormbringer_F.A._GM_Turbulence.jpg;RX-78TB-2[SB] Gundam Stormbringer F.A. (Fatal Ash) / RGM-79TB-1[T] GM Turbulence;Gundam Build Divers GBWC;¥5,700;2020 November;P-Bandai exclusive parts and color variant of MG RX-78TB-2[SB] Gundam Stormbringer. Includes head, shoulder and backpack parts of both units such that one can be built at any time, as well as water slide decal sheet.
MG_Testament_Gundam.jpg;RGX-00 Testament Gundam;Mobile Suit Gundam SEED Destiny Astray;¥5,700;2020 November;P-Bandai exclusive release. Includes Trikeros Kai and AQM/E-X05 Divine Striker to create RGX-00+AQM/E-X05 Divine Testament Gundam, dark red BA-13 Action Base 1 and water slide decal sheet. Originally planned to be released in October 2020, but was delayed due to unspecified reasons.
MG_Expansion_Part_Set_for_Gundam_Barbatos.jpg;Expansion Parts Set for Gundam Barbatos;Mobile Suit Gundam IRON-BLOODED ORPHANS;¥3,100;2020 October;P-Bandai exclusive accessory kit to convert MG-212 into any of its six other forms. Includes TK-53 CGS Mobile Worker (with parts to create TK-53/c CGS Mobile Worker Commander Type), Orga Itsuka figurine and water slide decal sheet.
MG_Gundam_Sandrock_EW_(Armadillo_Unit).jpg;XXXG-01SR Gundam Sandrock EW (Armadillo Unit);New Mobile Report Gundam Wing Endless Waltz: The Glory of Losers;¥5,800;2020 October;P-Bandai exclusive re-release of MG-149 with Armadillo Unit. Includes water slide decal sheet.
MGEX_Unicorn_Gundam_Ver.Ka.jpg;"RX-0 Unicorn Gundam ""Ver.Ka""";Mobile Suit Gundam Unicorn (Novel);¥23,000;2020 September;Redesign of MG-102 with improved articulation and proportions. Uses the N and O plate runners of MG-102, Q plate runner of MG-150, S, T, U and W plate runners of MG RX-0 Unicorn Gundam HD Color + MS Cage, and Emotion Manipulator SP (MP1) plate runner. Includes three Shield Funnels, MS Cage display stand, Banagher Links, Audrey Burne, Marida Cruz and two Cardeas Vist (standing and falling pose respectively) figurines, and water slide decal sheet. First Version Katoki release of MGEX. Extreme Luminous Mechanism - Flexible full-body LED unit that can change colors between red and green.
MG_Mission_Pack_O-Type_&_U-Type.jpg;Mission Pack O-Type & U-Type for Gundam F90;Mobile Suit Gundam F90;¥2,000;2020 September;"P-Bandai exclusive accessory kit to convert MG F90 Gundam F90 into F90O Gundam F90 Officer Type or F90U Gundam F90 Up-Lift Type,  also compatible with MG F90II Gundam F90II. Includes water slide decal sheet. Released as part of P-Bandai's ""F90 A to Z Project""."
MG_GM_II_(A.E.U.G._Color_Ver.).jpg;RMS-179 GM II (A.E.U.G. Color Ver.);Mobile Suit Zeta Gundam;¥3,500;2020 September;P-Bandai exclusive color variant of MG RMS-179 GM II. Includes water slide decal sheet.
MG_Gundam_Ver.2.0_-Solid_Clear_Reverse-.jpg;RX-78-2 Gundam Ver.2.0 [Solid Clear/Reverse];Mobile Suit Gundam;N/A;2020 September;Banpresto exclusive re-release of MG-111 with clear color armor parts, offered as a lottery prize. Clear color armor parts are complementary to that in MG RX-78-2 Gundam Ver.2.0 [Solid Clear/Standard].
MG_Gundam_Ver.2.0_-Solid_Clear_Standard-.jpg;RX-78-2 Gundam Ver.2.0 [Solid Clear/Standard];Mobile Suit Gundam;N/A;2020 September;Banpresto exclusive re-release of MG-111 with clear color armor parts, offered as a lottery prize.
MG_Unicorn_Gundam_-Solid_Clear_Standard-.jpg;RX-0 Unicorn Gundam [Solid Clear/Standard];Mobile Suit Gundam Unicorn;N/A;2020 September;Banpresto exclusive re-release of MG-131 with clear color armor parts, offered as a lottery prize.
MGEX_Unicorn_Gundam_Ver.Ka_-Premium_Unicorn_Mode_Box-.jpg;"RX-0 Unicorn Gundam ""Ver.Ka"" [Premium ""Unicorn Mode"" Box]";Mobile Suit Gundam Unicorn (Novel);¥23,000;2020 September / 2020 November (Gunpla Expo 2020);P-Bandai and GUNPLA EXPO TOKYO 2020 feat. GUNDAM conference exclusive re-release of MGEX-001 with exclusive box cover featuring Unicorn Gundam in Unicorn Mode.  Flexible full-body LED unit that can change colors between red and green. 
MG_Mobile_Ginn.jpg;ZGMF-1017 Mobile Ginn;Mobile Suit Gundam SEED;¥4,300;2021 April;Uses the C and D plate runners of MG-211. Uses entirely polystyrene.
MG_Gundam_Mk-V.jpg;ORX-013 Gundam Mk-V;Gundam Sentinel;¥8,000;2021 April;P-Bandai exclusive release. Includes water slide decal sheet.
MG_Freedom_Gundam_Ver._2.0_Silver_Coating.jpg;The Gundam Base Limited Freedom Gundam Ver.2.0 [Silver Coating];Mobile Suit Gundam SEED;¥9,000;2021 April;The Gundam Base Tokyo exclusive metallic silver variant of MG-192.
MG_Lightning_Striker_Pack_for_Aile_Strike_Gundam_VerRM.jpg;P204QX Lightning Striker Pack for Aile Strike Gundam Ver.RM;Mobile Suit Gundam SEED MSV;¥2,700;2021 August;P-Bandai exclusive accessory kit for MG-169, featuring Striker Packs originally offered in MG GAT-X105 Aile Strike Gundam Ver.RM (China Red Color) + Full Pack Set. Includes water slide decal sheet.
MG_Gunner_ZAKU_Warrior_(Lunamaria_Hawke_Custom)_-Clear_Color-.jpg;ZGMF-1000/A1 Gunner ZAKU Warrior (Lunamaria Hawke Custom) [Clear Color];Mobile Suit Gundam SEED Destiny;¥4,300;2021 August;The Gundam Base Tokyo exclusive clear color variant of MG-211.
MG-Eclipse-Gundam.jpg;MVF-X08 Eclipse Gundam;Mobile Suit Gundam SEED Eclipse;¥5,000;2021 August;Uses the I and J plate runners of MG-192 and entirely polystyrene. Includes black BA-13 Action Base 1. Fully transformable kit.
MG_Lightning_Strike_Gundam_VerRM.jpg;GAT-X105+P204QX Lightning Strike Gundam Ver.RM;Mobile Suit Gundam SEED MSV;¥5,400;2021 August;P-Bandai exclusive re-release of MG-169 with P204QX Lightning Striker from MG GAT-X105 Aile Strike Gundam Ver.RM (China Red Color) + Full Pack Set. Includes water slide decal sheet.
MG_Gundam_Ver.3.0_-Titanium_Finish-.jpg;RX-78-2 Gundam Ver.3.0 [Titanium Finish];Mobile Suit Gundam;¥9,000;2021 August;The Gundam Base Tokyo exclusive metallic color variant of MG-172.
MG_Aile_Strike_Gundam_Ver.RM_-Recirculation_Color_Neon_Pink-.jpg;GAT-X105 Aile Strike Gundam Ver.RM [Recirculation Color / Neon Pink];Mobile Suit Gundam SEED;¥4,500;2021 December;GUNDAM WORLD CONTRAST 2021 in Nagoya exclusive color variant of MG-169. This is an Ecopla kit, meaning it uses recycled excess plastic materials that were rejected from the factory.
MG_Gundam_Ver.3.0_-Recirculation_Color_Neon_Green-.jpg;RX-78-2 Gundam Ver.3.0 [Recirculation Color / Neon Green];Mobile Suit Gundam;¥4,800;2021 December;GUNDAM WORLD CONTRAST 2021 in Nagoya exclusive color variant of MG-172. This is an Ecopla kit, meaning it uses recycled excess plastic materials that were rejected from the factory.
MG_Wing_Gundam_Zero_EW_VerKa_-Clear_Color-.jpg;XXXG-00W0 Wing Gundam Zero EW Ver.Ka [Clear Color];New Mobile Report Gundam Wing: Endless Waltz;¥5,500;2021 December;The Gundam Base Tokyo exclusive clear color variant of MG-215.
Supreme_MG_Gundam_Ver.3.0.jpg;Supreme®/RX-78-2 Gundam Ver.3.0;Mobile Suit Gundam;¥8,000;2021 December;Supreme exclusive clear red variant of MG-172. Inner frame is an Ecopla, meaning it uses recycled excess plastic materials that were rejected from the factory.
MG_Hyaku-Shiki_Raise_Cain.jpg;Hyaku-Shiki Raise Cain;Gundam Build Divers GBWC;¥12,000;2021 February;P-Bandai exclusive gold chrome plated variant of MG MSR-00100CR Hyaku Shiki Crash. Includes water slide decal sheet.
MG_00_XN_Raiser_-Clear_Color-.jpg;GN-0000+GNR-010/XN 00 XN Raiser [Clear Color];Mobile Suit Gundam 00V;¥8,000;2021 January;P-Bandai exclusive clear color variant of MG GN-0000+GNR-010/XN 00 XN Raiser.
MG_OZ-13MS_Gundam_Epyon_EW_-Special_Coating-.jpg;OZ-13MS Gundam Epyon EW [Special Coating];New Mobile Report Gundam Wing Endless Waltz: The Glory of Losers;¥8,000;2021 January;The Gundam Base Tokyo exclusive metallic color variant of MG-146.
MG_Gundam_Barbatos_-Titanium_Finish-.jpg;ASW-G-08 Gundam Barbatos [Titanium Finish];Mobile Suit Gundam IRON-BLOODED ORPHANS;¥9,000;2021 January;P-Bandai exclusive metallic color variant of MG-212.
MG_Gundam_Deathscythe_Hell_EW_-Special_Coating-.jpg;XXXG-01D2 Gundam Deathscythe Hell EW [Special Coating];New Mobile Report Gundam Wing: Endless Waltz;¥9,500;2021 January;The Gundam Base Tokyo exclusive metallic color variant of MG-142.
MG_Gundam_F91_Ver.2.0_-Titanium_Finish-.jpg;F91 Gundam F91 Ver.2.0 [Titanium Finish];Mobile Suit Gundam F91;¥8,800;2021 July;P-Bandai exclusive metallic color variant of MG-203. Includes Iron Mask figurine, XMA-01 Rafflesia type display base as platform and Tentacle Rod effect parts.
MG_Mission_Pack_R-Type_&_V-Type.jpg;Mission Pack R-Type & V-Type for Gundam F90;Mobile Suit Gundam F90;¥2,300;2021 June;"P-Bandai exclusive accessory kit to convert MG F90 Gundam F90 into F90R Gundam F90 Reconnoiter Type or F90V Gundam F90 VSBR Type,  also compatible with MG F90II Gundam F90II. Includes water slide decal sheet. Released as part of P-Bandai's ""F90 A to Z Project""."
MG_Gundam_Exia_Repair_III.jpg;GN-001REIII Gundam Exia Repair III;Mobile Suit Gundam 00V: Battlefield Record;¥4,500;2021 June;P-Bandai exclusive parts variant of MG-123. Includes water slide decal sheet.
MG_Blaze_ZAKU_Phantom_(Rey_Za_Burrel_Custom).jpg;ZGMF-1001/M Blaze ZAKU Phantom (Rey Za Burrel Custom);Mobile Suit Gundam SEED Destiny;¥4,700;2021 June;P-Bandai exclusive color variant of MG ZGMF-1001/M Blaze ZAKU Phantom with Cattus 500mm recoilless rifle. Includes water slide decal sheet.
MG_Mission_Pack_I-Type_(Jupiter_Battle_Specification).jpg;Mission Pack I-Type (Jupiter Battle Specification) for Gundam F90;Mobile Suit Crossbone Gundam: Steel 7;¥2,000;2021 March;"P-Bandai exclusive accessory kit to convert MG F90 Gundam F90 into F90I-I Gundam F90 Intercept Type Jupiter Battle Specification,  parts and color variant of Mission Pack I-Type from MG F90II-I Gundam F90II I-Type. Includes water slide decal sheet. Released as part of P-Bandai's ""F90 A to Z Project""."
MG_ZAKU_Warrior_(Live_Concert_Ver.).jpg;ZGMF-1000 ZAKU Warrior (Live Concert Ver.);Mobile Suit Gundam SEED Destiny;¥3,800;2021 March;The Gundam Base Tokyo exclusive color variant of MG-211. Includes Meer Campbell figurine and water slide decal sheet.
MG_Gundam_F90_Unit_2.jpg;F90-2 Gundam F90 Unit 2;Mobile Suit Gundam F90;¥4,000;2021 March;"P-Bandai exclusive color variant of MG F90 Gundam F90. Includes water slide decal sheet. Released as part of P-Bandai's ""F90 A to Z Project""."
MG_Aile_Strike_Gundam_Ver.RM_(China_Red_Color)_+_Full_Pack_Set.jpg;GAT-X105 Aile Strike Gundam Ver.RM (China Red Color) + Full Pack Set;Mobile Suit Gundam SEED;RMB¥1,150;2021 March;Tmall.com exclusive color variant of MG-169 with MG AQM/E-X03 Launcher Striker/AQM/E-X02 Sword Striker Pack for Aile Strike Gundam Ver.RM, P202QX Integrated Weapons Striker Pack (I.W.S.P.) from MG-090, AQM/E-X09S Noir Striker from MG-096, EW454F Ootori Striker from MG-173, and P204QX Lightning Striker. Grand Slam Anti-ship Sword from I.W.S.P. features silver chrome plating. Includes Bazooka and water slide decal sheet.
MG_Expansion_Parts_Set_for_Mobile_Suit_Gundam_W_EW_Series_(The_Glory_of_Losers_Ver.).jpg;Expansion Parts Set for Mobile Suit Gundam W EW Series (The Glory of Losers Ver.);New Mobile Report Gundam Wing Endless Waltz: The Glory of Losers;¥3,200;2021 May;P-Bandai exclusive accessory kit to convert MG OZ-00MS2 Tallgeese II into OZ-00MS2 Tallgeese II EW (Heat Saber Unit),MG XXXG-01S2 Altron Gundam EW into XXXG-01S2 Altron Gundam EW (Futie Unit) and MG-142 into XXXG-01D2 Gundam Deathscythe Hell EW (Hornet Unit). Includes water slide decal sheet.
MG_Crossbone_Gundam_X1_Patchwork_Ver.Ka.jpg;"XM-X1C Crossbone Gundam X-1 Patchwork ""Ver.Ka""";Mobile Suit Crossbone Gundam: Steel 7;¥4,500;2021 May;"P-Bandai exclusive color variant of MG XM-X3 Crossbone Gundam X3 ""Ver.Ka"" with Hook Shield parts. Includes water slide decal sheet."
N/A;EW452HW Maneuver Striker Pack for Eclipse Gundam;Mobile Suit Gundam SEED Eclipse;¥3,000;2021 November;P-Bandai exclusive accessory kit for MG-217.
MG_Gundam_Virtue.jpg;GN-005 Gundam Virtue;Mobile Suit Gundam 00;¥8,000;2021 November;Removal of armor parts reveals GN-004 Gundam Nadleeh. Includes two Tieria Erde (pilot suit and evening gown) figurines.
N/A;ASW-G-08 Gundam Barbatos [Iron-Blooded Coating];Mobile Suit Gundam IRON-BLOODED ORPHANS;¥9,000;2021 November;The Gundam Base Tokyo exclusive metallic silver variant of MG-212.
N/A;Mission Pack W-Type for Gundam F90;Mobile Suit Gundam F90;¥2,000;2021 October;"P-Bandai exclusive accessory kit to convert MG F90 Gundam F90 into F90W Gundam F90 Warbird Type,  also compatible with MG F90II Gundam F90II. Includes water slide decal sheet. Released as part of P-Bandai's ""F90 A to Z Project""."
N/A;OZ-00MS Tallgeese F EW;New Mobile Report Gundam Wing Endless Waltz: The Glory of Losers;¥6,000;2021 October;P-Bandai exclusive parts variant of MG-164. Includes water slide decal sheet.
MG_Mobile_Pod_Ball_Ver.Ka_-Mechanical_Clear-.jpg;"RB-79 Mobile Pod Ball ""Ver.Ka"" [Mechanical Clear]";Mobile Suit Gundam;¥2,500;2021 September;The Gundam Base Tokyo exclusive clear armor variant of MG-076.
N/A;GNY-001F Gundam Astraea Type F (Full Weapon Set);Mobile Suit Gundam 00F/Mobile Suit Gundam 00I;¥6,200;2022 April;P-Bandai exclusive parts and color variant of MG-123. Includes parts to create GNY-001F2 Gundam Astraea Type F2, and water slide decal sheet.
MG_F90_Mars_Zeon_Box_art.jpg;OMS-90R Gundam F90 (Mars Independent Zeon Forces Type);Mobile Suit Gundam F90;¥4,500;2022 April;"P-Bandai exclusive parts and color variant of MG F90 Gundam F90. Includes water slide decal sheet. Released as part of P-Bandai's ""F90 A to Z Project""."
MG_Eclipse_Gundam_-Clear_Color-.jpg;MVF-X08 Eclipse Gundam [Clear Color];Mobile Suit Gundam SEED Eclipse;¥5,000;2022 April;The Gundam Base Tokyo exclusive clear color variant of MG-217.
MG_Gundam_AGE-1_Wear_System_Set_-Clear_Color-.jpg;Gundam AGE-1 Wear System Set [Clear Color];Mobile Suit Gundam AGE;¥8,000  ;2022 April;The Gundam Base Tokyo exclusive clear color variant of MG-153, Titus Wear from MG-154 and Spallow Wear from MG-156.
N/A;Avalanche Unit for Gundam Astraea Type F;Mobile Suit Gundam 00I;¥3,000;2022 April;P-Bandai exclusive accessory kit to convert MG GNY-001F Gundam Astraea Type F (Full Weapon Set) into GNY-001F/hs-A01D Gundam Avalanche Astraea Type F'.
N/A;Gundam Ex Impulse;Gundam Build Divers Genius Head Line;¥6,000;2022 August;P-Bandai exclusive parts and color variant of MG-109. Includes water slide decal sheet.
MG_Gundam_Astray_Red_Frame_Flight_Unit_Plating_Frame_Color_Clear.jpg;MBF-P02 Gundam Astray Red Frame Flight Unit Plating Frame/Color Clear;Mobile Suit Gundam SEED Destiny Astray R;¥13,500;2022 February;The Gundam Base Tokyo exclusive clear color variant of MG MBF-P02 Gundam Astray Red Frame Flight Unit with red metallic plated inner frame.
MG_Dom.jpg;MS-09 Dom;Mobile Suit Gundam;¥5,000;2022 February;Parts variant of MG-021, with revised inner frame from MG MS-09G Dwadge. Uses Emotion Manipulator SP (MP2) plate runner.
N/A;ZGMF-X20A Strike Freedom Gundam (Zhuquè Wuyàn Ver.);Mobile Suit Gundam SEED Destiny;RMB¥385;2022 February;Tmall.com exclusive color variant of MG-093. Includes water slide decal sheet.
N/A;Shin Musha Gundam Sengoku no Jin Kokui Oyoroi;Plamo-Kyoshiro / Dynasty Warriors Gundam 2;¥9,500;2022 January;P-Bandai exclusive color variant of MG-110 with diorama base and weapon racks from MG Shin Musha Gundam Sengoku no Jin.
N/A;ZGMF-1017GR GINN Gladiator;Mobile Suit Gundam SEED Eclipse;¥6,000;2022 July;P-Bandai exclusive parts and color variant of MG-216. Includes water slide decal sheet.
MG_Expansion_Part_Set_for_Gundam_Barbatos_-Clear_Color-.jpg;Expansion Parts Set for Gundam Barbatos [Clear Color];Mobile Suit Gundam IRON-BLOODED ORPHANS;¥3,100;2022 June;The Gundam Base Tokyo exclusive clear color variant of MG Expansion Parts Set for Gundam Barbatos.
MG_Gundam_F90_-Clear_Color-.jpg;F90 Gundam F90 [Clear Color];Mobile Suit Gundam F90;¥4,000;2022 June;The Gundam Base Tokyo exclusive clear color variant of MG F90 Gundam F90.
MG_Rick_Dom.jpg;MS-09R Rick Dom;Mobile Suit Gundam;¥5,000;2022 March;Parts variant of MG-219,  enhanced version of MG-023 with revised inner frame from MG MS-09G Dwadge. Uses Emotion Manipulator SP (MP2) plate runner.
MG_Gundam_Dynames_-Clear_Color-.jpg;GN-002 Gundam Dynames [Clear Color];Mobile Suit Gundam 00;¥4,500;2022 March;The Gundam Base Tokyo exclusive clear color variant of MG-207.
N/A;ASW-G-08 Gundam Barbatos (Xuánwu Zhènhai Ver.);Mobile Suit Gundam IRON-BLOODED ORPHANS;RMB¥385;2022 March;Tmall.com exclusive color variant of MG-212. Includes water slide decal sheet.
N/A; Mission Pack Hanger for F90 Gundam F90;Mobile Suit Gundam F90;N/A;2022 May;P-Bandai exclusive accessory kit for MG Mission Pack. offered as a Mission Pack Hanger present campaign.
N/A;ZGMF-X20A Strike Freedom Gundam;Mobile Suit Gundam SEED Destiny;¥14,000;2022 November;Redesign of MG-093 with improved articulation and proportions. Extreme Metallic Combination - Metallic Combination with 6 patterns (Copper gold coating, white gold coating, yellow gold coating, two different metallic molding colors, and etching stickers).
N/A;Mission Pack H-Type for Gundam F90;Mobile Suit Gundam F90;¥1,700;2022 September;"P-Bandai exclusive accessory kit to convert MG F90 Gundam F90 into F90H Gundam F90 Hover Type,  also compatible with MG F90II Gundam F90II. Includes water slide decal sheet. Released as part of P-Bandai's ""F90 A to Z Project""."
MG_Full_Armor_Unicorn_Gundam_Gold_GBWC.jpg;"RX-0 Full Armor Unicorn Gundam ""Ver.Ka"" Gold Plating Ver.";Mobile Suit Gundam Unicorn;N/A;N/A;N/A
MG_Hi_Nu_Gundam_Gold_GBWC.jpg;"RX-93-2 Hi- Gundam ""Ver.Ka"" Gold Plating Ver.";Mobile Suit Gundam: Char's Counterattack - Beltorchika's Children;N/A;N/A;N/A
MG_Nu_Gundam_Gold_GBWC.JPG;"RX-93  Gundam ""Ver.Ka"" Gold Plating Ver.";Mobile Suit Gundam: Char's Counterattack;N/A;N/A;N/A
N/A;ZGMF-X10A Freedom Gundam [Solid Clear];Mobile Suit Gundam SEED;N/A;N/A;N/A
N/A;2021 September;Banpresto exclusive re-release of MG-072 with clear color armor parts, offered as a lottery prize.;N/A;N/A;N/A
N/A;RX-78-2 Gundam Ver.1.5 Clear Version;Mobile Suit Gundam;N/A;N/A;N/A
N/A;"MSN-04 Sazabi ""Ver.Ka"" Gold Plating Ver.";Mobile Suit Gundam: Char's Counterattack;N/A;N/A;N/A
